,Demand,Generation,ANM Generation,Non-ANM Generation,speed,deg,pressure,temp,hour,day,month,weekday,Core Zone,Zone 1,Zone 1A,Zone 2,Zone 2A,Zone 2B,Zone 3,Zone 4,Zone 4A,Curtailment
2018-12-01 00:00:00,17.55,36.545,18.503,18.042,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 00:10:00,17.76,36.057,18.494,17.563,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 00:20:00,16.4,35.037000000000006,18.039,16.998,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 00:30:00,15.89,34.57,17.63,16.94,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 00:40:00,16.1,35.956,18.317,17.639,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 00:50:00,16.4,35.152,17.433,17.719,6.0,230.0,995.0,4.0,1,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:00:00,16.92,35.455,17.994,17.461,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:10:00,18.59,36.348,18.839,17.509,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:20:00,18.37,35.953,18.276,17.677,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:30:00,18.34,36.272999999999996,18.617,17.656,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:40:00,19.12,35.566,17.832,17.734,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 01:50:00,19.88,36.435,18.886,17.549,5.0,230.0,996.0,4.0,2,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:00:00,18.62,36.406,18.762,17.644,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:10:00,18.66,36.238,18.19,18.048,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:20:00,18.4,35.692,17.851,17.841,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:30:00,17.91,35.962,18.144,17.818,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:40:00,18.11,36.189,18.396,17.793,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 02:50:00,17.67,35.552,17.79,17.762,5.0,230.0,997.0,4.0,3,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:00:00,17.57,36.442,18.451,17.991,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:10:00,17.87,36.391999999999996,18.73,17.662,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:20:00,17.75,36.851,18.716,18.135,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:30:00,17.7,36.535,18.723,17.812,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:40:00,17.66,36.692,19.038,17.654,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 03:50:00,18.65,36.841,18.937,17.904,5.0,230.0,997.0,5.0,4,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 04:00:00,18.25,36.013999999999996,18.111,17.903,3.0,230.0,998.0,4.0,5,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 04:10:00,16.86,34.442,17.606,16.836,3.0,230.0,998.0,4.0,5,2,13,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2018-12-01 04:20:00,18.26,35.741,18.248,17.493,3.0,230.0,998.0,4.0,5,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 04:30:00,18.17,36.497,18.635,17.862,3.0,230.0,998.0,4.0,5,2,13,6,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 04:40:00,18.15,36.303,18.317,17.986,3.0,230.0,998.0,4.0,5,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 04:50:00,18.13,35.568,18.187,17.381,3.0,230.0,998.0,4.0,5,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:00:00,18.61,35.435,17.563,17.872,5.0,240.0,998.0,4.0,6,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:10:00,18.37,36.008,18.12,17.888,5.0,240.0,998.0,4.0,6,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:20:00,17.83,35.476,17.544,17.932,5.0,240.0,998.0,4.0,6,2,13,6,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:30:00,18.14,35.123999999999995,17.194,17.93,5.0,240.0,998.0,4.0,6,2,13,6,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:40:00,19.94,35.188,17.435,17.753,5.0,240.0,998.0,4.0,6,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 05:50:00,19.54,36.325,18.34,17.985,5.0,240.0,998.0,4.0,6,2,13,6,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:00:00,18.31,33.604,15.864,17.74,4.0,230.0,998.0,5.0,7,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:10:00,18.16,33.604,15.917,17.687,4.0,230.0,998.0,5.0,7,2,13,6,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:20:00,17.21,32.962,16.201,16.761,4.0,230.0,998.0,5.0,7,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:30:00,17.79,31.369999999999997,15.133,16.237,4.0,230.0,998.0,5.0,7,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:40:00,19.09,34.158,17.643,16.515,4.0,230.0,998.0,5.0,7,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 06:50:00,17.7,31.985,15.745,16.24,4.0,230.0,998.0,5.0,7,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 07:00:00,18.75,32.477000000000004,15.558,16.919,3.0,210.0,998.0,4.0,8,2,13,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-01 07:10:00,18.77,30.262999999999998,15.577,14.686,3.0,210.0,998.0,4.0,8,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 07:20:00,18.38,32.937,17.843,15.094,3.0,210.0,998.0,4.0,8,2,13,6,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0
2018-12-01 07:30:00,19.04,32.646,17.032,15.614,3.0,210.0,998.0,4.0,8,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 07:40:00,18.72,34.061,18.369,15.692,3.0,210.0,998.0,4.0,8,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 07:50:00,18.28,32.586,17.075,15.511,3.0,210.0,998.0,4.0,8,2,13,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:00:00,19.04,34.923,17.747,17.176,4.0,200.0,998.0,3.0,9,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:10:00,19.45,36.056,18.027,18.029,4.0,200.0,998.0,3.0,9,2,13,6,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:20:00,19.86,35.975,18.605,17.37,4.0,200.0,998.0,3.0,9,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:30:00,19.27,33.575,16.186,17.389,4.0,200.0,998.0,3.0,9,2,13,6,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:40:00,18.51,33.528,15.964,17.564,4.0,200.0,998.0,3.0,9,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 08:50:00,17.9,31.847,14.608,17.239,4.0,200.0,998.0,3.0,9,2,13,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 09:00:00,17.88,32.766999999999996,15.047,17.72,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 09:10:00,18.78,32.338,14.88,17.458,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 09:20:00,19.01,33.608999999999995,16.185,17.424,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 09:30:00,18.83,33.768,16.207,17.561,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 09:40:00,18.99,29.716,13.468,16.248,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 09:50:00,19.8,31.881999999999998,14.548,17.334,4.0,190.0,999.0,3.0,10,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 10:00:00,19.97,29.982999999999997,12.649,17.334,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 10:10:00,19.2,29.387,12.838,16.549,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 10:20:00,19.15,25.965,11.416,14.549,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 10:30:00,19.14,24.769,10.409,14.36,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 10:40:00,18.45,22.915,10.978,11.937,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 10:50:00,19.73,26.411,11.26,15.151,3.0,200.0,999.0,4.0,11,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 11:00:00,18.88,27.592000000000002,11.268,16.324,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 11:10:00,19.04,28.004,11.884,16.12,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 11:20:00,20.26,30.835,13.72,17.115,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 11:30:00,19.68,28.959,12.343,16.616,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 11:40:00,19.55,22.96,10.682,12.278,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 11:50:00,18.89,24.259999999999998,12.381,11.879,4.0,220.0,998.0,4.0,12,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 12:00:00,20.54,26.685000000000002,11.949,14.736,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 12:10:00,21.87,26.461,11.936,14.525,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 12:20:00,21.3,28.61,13.186,15.424,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 12:30:00,22.01,26.439,11.774,14.665,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 12:40:00,21.86,27.481,12.027,15.454,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 12:50:00,21.19,25.93,11.411,14.519,2.0,170.0,998.0,4.0,13,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 13:00:00,21.42,24.485,10.526,13.959,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 13:10:00,23.14,28.16,11.636,16.524,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 13:20:00,22.12,26.236,10.192,16.044,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 13:30:00,20.95,26.044,10.885,15.159,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
2018-12-01 13:40:00,20.99,29.471,12.521,16.95,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 13:50:00,20.27,26.369999999999997,11.254,15.116,2.0,210.0,998.0,6.0,14,2,13,6,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
2018-12-01 14:00:00,20.19,25.337,9.997,15.34,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 14:10:00,19.34,25.412,10.978,14.434,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 14:20:00,19.53,22.173000000000002,8.641,13.532,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 14:30:00,19.19,23.02,9.17,13.85,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 14:40:00,18.42,20.606,8.353,12.253,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 14:50:00,18.88,21.764000000000003,9.185,12.579,4.0,170.0,997.0,5.0,15,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:00:00,19.38,22.987000000000002,9.616,13.371,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:10:00,19.74,22.035,8.997,13.038,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:20:00,19.71,24.606,9.811,14.795,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:30:00,20.05,24.857999999999997,10.078,14.78,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:40:00,20.75,24.491,9.318,15.173,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 15:50:00,20.9,27.087,11.602,15.485,5.0,190.0,996.0,5.0,16,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 16:00:00,21.34,27.712,11.416,16.296,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 16:10:00,21.04,27.07,11.552,15.518,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 16:20:00,20.92,26.067,11.049,15.018,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 16:30:00,22.48,26.845,11.379,15.466,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2018-12-01 16:40:00,21.18,27.342,11.68,15.662,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 16:50:00,21.83,27.881,11.84,16.041,2.0,190.0,996.0,5.0,17,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 17:00:00,21.18,26.719,11.319,15.4,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 17:10:00,20.73,26.407,10.584,15.823,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 17:20:00,21.36,27.112000000000002,11.816,15.296,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 17:30:00,21.2,25.597,10.819,14.778,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0
2018-12-01 17:40:00,21.56,24.948999999999998,10.032,14.917,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 17:50:00,21.38,20.844,9.158,11.686,1.0,0.0,996.0,5.0,18,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:00:00,21.38,20.284,8.029,12.255,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:10:00,21.73,20.147,8.164,11.983,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:20:00,21.75,22.691000000000003,9.364,13.327,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:30:00,21.39,20.222,7.5,12.722,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:40:00,21.26,16.147,6.115,10.032,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 18:50:00,20.82,19.157,6.686,12.471,1.0,0.0,996.0,5.0,19,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:00:00,20.48,19.595,6.564,13.031,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:10:00,19.91,17.509999999999998,6.297,11.213,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:20:00,19.35,17.012999999999998,6.846,10.167,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:30:00,19.01,17.251,6.678,10.573,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:40:00,19.01,18.072,6.264,11.808,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 19:50:00,19.48,20.554000000000002,7.99,12.564,1.0,0.0,995.0,5.0,20,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:00:00,19.69,19.654,7.407,12.247,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:10:00,21.18,18.448,6.857,11.591,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:20:00,20.76,17.538,6.647,10.891,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:30:00,20.09,18.236,6.601,11.635,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:40:00,19.79,17.454,6.54,10.914,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 20:50:00,19.17,18.71,6.694,12.016,0.0,0.0,994.0,4.0,21,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:00:00,19.01,16.835,6.145,10.69,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:10:00,20.14,13.813,5.378,8.435,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:20:00,20.59,13.296,4.949,8.347,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:30:00,20.12,12.681000000000001,5.171,7.51,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:40:00,19.96,12.632,4.677,7.955,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 21:50:00,19.11,13.068,5.31,7.758,0.0,360.0,993.0,4.0,22,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:00:00,19.21,11.809,4.297,7.512,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:10:00,17.64,10.404,3.352,7.052,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:20:00,17.63,11.751,3.673,8.078,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:30:00,16.94,11.75,3.883,7.867,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:40:00,16.67,12.663,4.14,8.523,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 22:50:00,16.81,12.007000000000001,4.389,7.618,1.0,330.0,993.0,4.0,23,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:00:00,15.69,10.743,4.391,6.352,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:10:00,17.3,11.965,4.517,7.448,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:20:00,16.5,12.526,4.057,8.469,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:30:00,16.93,12.972,3.389,9.583,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:40:00,17.79,11.733,3.241,8.492,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01 23:50:00,17.35,11.231,3.111,8.12,0.0,360.0,993.0,4.0,24,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02 00:00:00,17.32,12.266000000000002,3.2,9.066,1.0,20.0,992.0,4.0,1,3,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02 00:10:00,17.13,10.994,2.92,8.074,1.0,20.0,992.0,4.0,1,3,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02 00:20:00,16.11,9.87,2.581,7.289,1.0,20.0,992.0,4.0,1,3,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02 00:30:00,15.52,7.355,2.737,4.618,1.0,20.0,992.0,4.0,1,3,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
